participant_token,round,scenario_id,current_city,stored_current_city,order1_id,order1_store,order1_city,order1_earnings,order1_pick,order1_local,order1_cross,order2_id,order2_store,order2_city,order2_earnings,order2_pick,order2_local,order2_cross,order3_id,order3_store,order3_city,order3_earnings,order3_pick,order3_local,order3_cross,order4_id,order4_store,order4_city,order4_earnings,order4_pick,order4_local,order4_cross,chosen_bundle,chosen_score_deployed,oracle_bundle_deployed,oracle_score_deployed,percent_regret_deployed,oracle_size_deployed,round_type,round_type_deployed,stored_oracle_deployed,stored_regret_deployed,oracle_path_sensitive
p011,5,mainGameScenario5,Berkeley,,mainGameOrder17,Sprouts Farmers Market,Oakland,14,7.5,4,10,mainGameOrder18,Safeway,Piedmont,20,12.5,5,11,mainGameOrder19,Sprouts Farmers Market,Oakland,17,8.25,4,10,mainGameOrder20,Safeway,Piedmont,13,8.1,4,11,mainGameOrder18+mainGameOrder20,0.841837,mainGameOrder17+mainGameOrder19,0.918519,0.083484,2,bundle_correct,bundle_correct,,,0
p011,6,mainGameScenario6,Piedmont,,mainGameOrder21,Sprouts Farmers Market,Oakland,19,12,2,5,mainGameOrder22,Sprouts Farmers Market,Oakland,22,8.25,2,5,mainGameOrder23,Sprouts Farmers Market,Oakland,24,8.25,6,5,mainGameOrder24,Sprouts Farmers Market,Oakland,18,9.75,2,5,mainGameOrder23+mainGameOrder22+mainGameOrder21,1.604938,mainGameOrder22,1.442623,0,1,over_bundle,over_bundle,,,0
p011,7,mainGameScenario7,Oakland,,mainGameOrder25,Sprouts Farmers Market,Oakland,12,13.5,4,0,mainGameOrder26,Target,Emeryville,17,13.5,2,6,mainGameOrder27,Sprouts Farmers Market,Oakland,21,9,4,0,mainGameOrder28,Sprouts Farmers Market,Oakland,21,8.25,3,0,mainGameOrder28+mainGameOrder27+mainGameOrder25,1.367089,mainGameOrder28,1.866667,0.267631,1,over_bundle,over_bundle,,,0
p011,8,mainGameScenario8,Oakland,,mainGameOrder29,Sprouts Farmers Market,Oakland,17,8.25,3,0,mainGameOrder30,Sprouts Farmers Market,Oakland,15,13.5,6,0,mainGameOrder31,Sprouts Farmers Market,Oakland,15,12.75,5,0,mainGameOrder32,Sprouts Farmers Market,Oakland,14,8.25,3,0,mainGameOrder30+mainGameOrder29+mainGameOrder31,1.016216,mainGameOrder29,1.511111,0.327504,1,over_bundle,over_bundle,,,0
p011,9,mainGameScenario9,Oakland,,mainGameOrder33,Safeway,Piedmont,12,8.1,3,5,mainGameOrder34,Target,Emeryville,17,15.3,6,6,mainGameOrder35,Safeway,Piedmont,12,11.1,5,5,mainGameOrder36,Safeway,Piedmont,13,11.1,5,5,mainGameOrder33+mainGameOrder36+mainGameOrder35,0.839002,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.839002,0,3,bundle_correct,bundle_correct,,,0
p011,10,mainGameScenario10,Piedmont,,mainGameOrder37,Safeway,Piedmont,14,8.1,5,0,mainGameOrder38,Safeway,Piedmont,20,8.1,6,0,mainGameOrder39,Safeway,Piedmont,19,7.4,6,0,mainGameOrder40,Safeway,Piedmont,23,11.8,2,0,mainGameOrder38+mainGameOrder39+mainGameOrder40,1.671159,mainGameOrder39+mainGameOrder40,1.673307,0.001284,2,bundle_correct,bundle_correct,,,0
p011,11,mainGameScenario11,Piedmont,,mainGameOrder41,Berkeley Bowl,Berkeley,13,7.8,2,11,mainGameOrder42,Target,Emeryville,19,7.8,2,8,mainGameOrder43,Target,Emeryville,18,8.7,5,8,mainGameOrder44,Target,Emeryville,15,13.5,3,8,mainGameOrder44+mainGameOrder43+mainGameOrder42,1.195402,mainGameOrder42+mainGameOrder43,1.20915,0.01137,2,bundle_correct,bundle_correct,,,0
p011,12,mainGameScenario12,Emeryville,,mainGameOrder45,Target,Emeryville,16,13.5,3,0,mainGameOrder46,Target,Emeryville,14,9.6,5,0,mainGameOrder47,Target,Emeryville,22,13.5,6,0,mainGameOrder48,Target,Emeryville,14,13.5,2,0,mainGameOrder47+mainGameOrder45+mainGameOrder46,1.150442,mainGameOrder45+mainGameOrder46+mainGameOrder47,1.150442,0,3,bundle_correct,bundle_correct,,,0
p011,13,mainGameScenario13,Emeryville,,mainGameOrder49,Target,Emeryville,24,11.7,2,0,mainGameOrder50,Berkeley Bowl,Berkeley,17,8.4,6,7,mainGameOrder51,Berkeley Bowl,Berkeley,14,7.8,5,7,mainGameOrder52,Target,Emeryville,12,9.6,5,0,mainGameOrder52+mainGameOrder49,1.358491,mainGameOrder49,1.751825,0.224528,1,over_bundle,over_bundle,,,0
p011,14,mainGameScenario14,Emeryville,,mainGameOrder53,Target,Emeryville,21,13.5,6,0,mainGameOrder54,Target,Emeryville,14,13.5,5,0,mainGameOrder55,Target,Emeryville,22,13.5,6,0,mainGameOrder56,Target,Emeryville,18,7.8,6,0,mainGameOrder55+mainGameOrder56+mainGameOrder53,1.26294,mainGameOrder56,1.304348,0.031746,1,over_bundle,over_bundle,,,0
p011,15,mainGameScenario15,Emeryville,,mainGameOrder57,Safeway,Piedmont,22,7.4,4,8,mainGameOrder58,Sprouts Farmers Market,Oakland,18,13.5,2,6,mainGameOrder59,Safeway,Piedmont,17,7.4,4,8,mainGameOrder60,Safeway,Piedmont,22,11.8,5,8,mainGameOrder57+mainGameOrder59+mainGameOrder60,1.40553,mainGameOrder57+mainGameOrder59+mainGameOrder60,1.40553,0,3,bundle_correct,bundle_correct,,,0
p011,16,mainGameScenario16,Piedmont,,mainGameOrder61,Safeway,Piedmont,24,12.5,3,0,mainGameOrder62,Safeway,Piedmont,24,8.1,2,0,mainGameOrder63,Safeway,Piedmont,18,12.5,4,0,mainGameOrder64,Safeway,Piedmont,22,11.1,2,0,mainGameOrder61+mainGameOrder62+mainGameOrder64,2.028986,mainGameOrder62,2.376238,0.146135,1,over_bundle,over_bundle,,,0
p012,1,mainGameScenario1,Berkeley,,mainGameOrder1,Berkeley Bowl,Berkeley,22,7.8,3,0,mainGameOrder2,Berkeley Bowl,Berkeley,22,8.4,6,0,mainGameOrder3,Berkeley Bowl,Berkeley,15,9,4,0,mainGameOrder4,Sprouts Farmers Market,Oakland,18,9.75,2,10,mainGameOrder1+mainGameOrder2+mainGameOrder3,1.676136,mainGameOrder1,2.037037,0.177169,1,over_bundle,over_bundle,,,0
p012,2,mainGameScenario2,Berkeley,,mainGameOrder5,Berkeley Bowl,Berkeley,24,12,5,0,mainGameOrder6,Berkeley Bowl,Berkeley,15,11.4,4,0,mainGameOrder7,Berkeley Bowl,Berkeley,15,12,2,0,mainGameOrder8,Berkeley Bowl,Berkeley,20,7.8,3,0,mainGameOrder5+mainGameOrder7+mainGameOrder8,1.520619,mainGameOrder8,1.851852,0.178866,1,over_bundle,over_bundle,,,0
p012,3,mainGameScenario3,Berkeley,,mainGameOrder9,Berkeley Bowl,Berkeley,15,13.2,3,0,mainGameOrder10,Sprouts Farmers Market,Oakland,23,12.75,3,10,mainGameOrder11,Berkeley Bowl,Berkeley,23,12,6,0,mainGameOrder12,Berkeley Bowl,Berkeley,16,7.8,6,0,mainGameOrder9+mainGameOrder11+mainGameOrder12,1.216216,mainGameOrder11,1.277778,0.048179,1,over_bundle,over_bundle,,,0
p012,4,mainGameScenario4,Berkeley,,mainGameOrder13,Berkeley Bowl,Berkeley,17,7.2,4,0,mainGameOrder14,Berkeley Bowl,Berkeley,17,7.8,2,0,mainGameOrder15,Berkeley Bowl,Berkeley,20,12,2,0,mainGameOrder16,Berkeley Bowl,Berkeley,16,11.4,6,0,mainGameOrder14+mainGameOrder13+mainGameOrder15,1.6875,mainGameOrder14,1.734694,0.027206,1,over_bundle,over_bundle,,,0
p012,5,mainGameScenario5,Berkeley,,mainGameOrder17,Sprouts Farmers Market,Oakland,14,7.5,4,10,mainGameOrder18,Safeway,Piedmont,20,12.5,5,11,mainGameOrder19,Sprouts Farmers Market,Oakland,17,8.25,4,10,mainGameOrder20,Safeway,Piedmont,13,8.1,4,11,mainGameOrder17+mainGameOrder19,0.918519,mainGameOrder17+mainGameOrder19,0.918519,0,2,bundle_correct,bundle_correct,,,0
p012,6,mainGameScenario6,Oakland,,mainGameOrder21,Sprouts Farmers Market,Oakland,19,12,2,0,mainGameOrder22,Sprouts Farmers Market,Oakland,22,8.25,2,0,mainGameOrder23,Sprouts Farmers Market,Oakland,24,8.25,6,0,mainGameOrder24,Sprouts Farmers Market,Oakland,18,9.75,2,0,mainGameOrder22+mainGameOrder23+mainGameOrder21,1.830986,mainGameOrder22,2.146341,0.146927,1,over_bundle,over_bundle,,,0
p012,7,mainGameScenario7,Oakland,,mainGameOrder25,Sprouts Farmers Market,Oakland,12,13.5,4,0,mainGameOrder26,Target,Emeryville,17,13.5,2,6,mainGameOrder27,Sprouts Farmers Market,Oakland,21,9,4,0,mainGameOrder28,Sprouts Farmers Market,Oakland,21,8.25,3,0,mainGameOrder27+mainGameOrder25+mainGameOrder28,1.367089,mainGameOrder28,1.866667,0.267631,1,over_bundle,over_bundle,,,0
p012,8,mainGameScenario8,Oakland,,mainGameOrder29,Sprouts Farmers Market,Oakland,17,8.25,3,0,mainGameOrder30,Sprouts Farmers Market,Oakland,15,13.5,6,0,mainGameOrder31,Sprouts Farmers Market,Oakland,15,12.75,5,0,mainGameOrder32,Sprouts Farmers Market,Oakland,14,8.25,3,0,mainGameOrder32+mainGameOrder29+mainGameOrder31,1.187097,mainGameOrder29,1.511111,0.214421,1,over_bundle,over_bundle,,,0
p012,9,mainGameScenario9,Oakland,,mainGameOrder33,Safeway,Piedmont,12,8.1,3,5,mainGameOrder34,Target,Emeryville,17,15.3,6,6,mainGameOrder35,Safeway,Piedmont,12,11.1,5,5,mainGameOrder36,Safeway,Piedmont,13,11.1,5,5,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.839002,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.839002,0,3,bundle_correct,bundle_correct,,,0
p012,10,mainGameScenario10,Piedmont,,mainGameOrder37,Safeway,Piedmont,14,8.1,5,0,mainGameOrder38,Safeway,Piedmont,20,8.1,6,0,mainGameOrder39,Safeway,Piedmont,19,7.4,6,0,mainGameOrder40,Safeway,Piedmont,23,11.8,2,0,mainGameOrder38+mainGameOrder39+mainGameOrder40,1.671159,mainGameOrder39+mainGameOrder40,1.673307,0.001284,2,bundle_correct,bundle_correct,,,0
p012,11,mainGameScenario11,Piedmont,,mainGameOrder41,Berkeley Bowl,Berkeley,13,7.8,2,11,mainGameOrder42,Target,Emeryville,19,7.8,2,8,mainGameOrder43,Target,Emeryville,18,8.7,5,8,mainGameOrder44,Target,Emeryville,15,13.5,3,8,mainGameOrder44+mainGameOrder43+mainGameOrder42,1.195402,mainGameOrder42+mainGameOrder43,1.20915,0.01137,2,bundle_correct,bundle_correct,,,0
p012,12,mainGameScenario12,Emeryville,,mainGameOrder45,Target,Emeryville,16,13.5,3,0,mainGameOrder46,Target,Emeryville,14,9.6,5,0,mainGameOrder47,Target,Emeryville,22,13.5,6,0,mainGameOrder48,Target,Emeryville,14,13.5,2,0,mainGameOrder47+mainGameOrder45+mainGameOrder46,1.150442,mainGameOrder45+mainGameOrder46+mainGameOrder47,1.150442,0,3,bundle_correct,bundle_correct,,,0
p012,13,mainGameScenario13,Emeryville,,mainGameOrder49,Target,Emeryville,24,11.7,2,0,mainGameOrder50,Berkeley Bowl,Berkeley,17,8.4,6,7,mainGameOrder51,Berkeley Bowl,Berkeley,14,7.8,5,7,mainGameOrder52,Target,Emeryville,12,9.6,5,0,mainGameOrder49+mainGameOrder52,1.358491,mainGameOrder49,1.751825,0.224528,1,over_bundle,over_bundle,,,0
p012,14,mainGameScenario14,Emeryville,,mainGameOrder53,Target,Emeryville,21,13.5,6,0,mainGameOrder54,Target,Emeryville,14,13.5,5,0,mainGameOrder55,Target,Emeryville,22,13.5,6,0,mainGameOrder56,Target,Emeryville,18,7.8,6,0,mainGameOrder55+mainGameOrder53+mainGameOrder56,1.26294,mainGameOrder56,1.304348,0.031746,1,over_bundle,over_bundle,,,0
p013,1,mainGameScenario1,Berkeley,,mainGameOrder1,Berkeley Bowl,Berkeley,22,7.8,3,0,mainGameOrder2,Berkeley Bowl,Berkeley,22,8.4,6,0,mainGameOrder3,Berkeley Bowl,Berkeley,15,9,4,0,mainGameOrder4,Sprouts Farmers Market,Oakland,18,9.75,2,10,mainGameOrder2+mainGameOrder1+mainGameOrder3,1.676136,mainGameOrder1,2.037037,0.177169,1,over_bundle,over_bundle,,,0
p013,2,mainGameScenario2,Berkeley,,mainGameOrder5,Berkeley Bowl,Berkeley,24,12,5,0,mainGameOrder6,Berkeley Bowl,Berkeley,15,11.4,4,0,mainGameOrder7,Berkeley Bowl,Berkeley,15,12,2,0,mainGameOrder8,Berkeley Bowl,Berkeley,20,7.8,3,0,mainGameOrder6+mainGameOrder5+mainGameOrder7,1.317073,mainGameOrder8,1.851852,0.28878,1,over_bundle,over_bundle,,,0
p013,3,mainGameScenario3,Berkeley,,mainGameOrder9,Berkeley Bowl,Berkeley,15,13.2,3,0,mainGameOrder10,Sprouts Farmers Market,Oakland,23,12.75,3,10,mainGameOrder11,Berkeley Bowl,Berkeley,23,12,6,0,mainGameOrder12,Berkeley Bowl,Berkeley,16,7.8,6,0,mainGameOrder9+mainGameOrder11+mainGameOrder12,1.216216,mainGameOrder11,1.277778,0.048179,1,over_bundle,over_bundle,,,0
p013,4,mainGameScenario4,Berkeley,,mainGameOrder13,Berkeley Bowl,Berkeley,17,7.2,4,0,mainGameOrder14,Berkeley Bowl,Berkeley,17,7.8,2,0,mainGameOrder15,Berkeley Bowl,Berkeley,20,12,2,0,mainGameOrder16,Berkeley Bowl,Berkeley,16,11.4,6,0,mainGameOrder14+mainGameOrder13+mainGameOrder15,1.6875,mainGameOrder14,1.734694,0.027206,1,over_bundle,over_bundle,,,0
p013,5,mainGameScenario5,Berkeley,,mainGameOrder17,Sprouts Farmers Market,Oakland,14,7.5,4,10,mainGameOrder18,Safeway,Piedmont,20,12.5,5,11,mainGameOrder19,Sprouts Farmers Market,Oakland,17,8.25,4,10,mainGameOrder20,Safeway,Piedmont,13,8.1,4,11,mainGameOrder17+mainGameOrder19,0.918519,mainGameOrder17+mainGameOrder19,0.918519,0,2,bundle_correct,bundle_correct,,,0
p013,6,mainGameScenario6,Oakland,,mainGameOrder21,Sprouts Farmers Market,Oakland,19,12,2,0,mainGameOrder22,Sprouts Farmers Market,Oakland,22,8.25,2,0,mainGameOrder23,Sprouts Farmers Market,Oakland,24,8.25,6,0,mainGameOrder24,Sprouts Farmers Market,Oakland,18,9.75,2,0,mainGameOrder22+mainGameOrder23+mainGameOrder21,1.830986,mainGameOrder22,2.146341,0.146927,1,over_bundle,over_bundle,,,0
p013,7,mainGameScenario7,Oakland,,mainGameOrder25,Sprouts Farmers Market,Oakland,12,13.5,4,0,mainGameOrder26,Target,Emeryville,17,13.5,2,6,mainGameOrder27,Sprouts Farmers Market,Oakland,21,9,4,0,mainGameOrder28,Sprouts Farmers Market,Oakland,21,8.25,3,0,mainGameOrder28+mainGameOrder27+mainGameOrder25,1.367089,mainGameOrder28,1.866667,0.267631,1,over_bundle,over_bundle,,,0
p013,8,mainGameScenario8,Oakland,,mainGameOrder29,Sprouts Farmers Market,Oakland,17,8.25,3,0,mainGameOrder30,Sprouts Farmers Market,Oakland,15,13.5,6,0,mainGameOrder31,Sprouts Farmers Market,Oakland,15,12.75,5,0,mainGameOrder32,Sprouts Farmers Market,Oakland,14,8.25,3,0,mainGameOrder29+mainGameOrder31+mainGameOrder32,1.187097,mainGameOrder29,1.511111,0.214421,1,over_bundle,over_bundle,,,0
p013,9,mainGameScenario9,Oakland,,mainGameOrder33,Safeway,Piedmont,12,8.1,3,5,mainGameOrder34,Target,Emeryville,17,15.3,6,6,mainGameOrder35,Safeway,Piedmont,12,11.1,5,5,mainGameOrder36,Safeway,Piedmont,13,11.1,5,5,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.839002,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.839002,0,3,bundle_correct,bundle_correct,,,0
p013,10,mainGameScenario10,Piedmont,,mainGameOrder37,Safeway,Piedmont,14,8.1,5,0,mainGameOrder38,Safeway,Piedmont,20,8.1,6,0,mainGameOrder39,Safeway,Piedmont,19,7.4,6,0,mainGameOrder40,Safeway,Piedmont,23,11.8,2,0,mainGameOrder40+mainGameOrder39+mainGameOrder38,1.671159,mainGameOrder39+mainGameOrder40,1.673307,0.001284,2,bundle_correct,bundle_correct,,,0
p013,11,mainGameScenario11,Piedmont,,mainGameOrder41,Berkeley Bowl,Berkeley,13,7.8,2,11,mainGameOrder42,Target,Emeryville,19,7.8,2,8,mainGameOrder43,Target,Emeryville,18,8.7,5,8,mainGameOrder44,Target,Emeryville,15,13.5,3,8,mainGameOrder42+mainGameOrder43+mainGameOrder44,1.195402,mainGameOrder42+mainGameOrder43,1.20915,0.01137,2,bundle_correct,bundle_correct,,,0
p013,12,mainGameScenario12,Emeryville,,mainGameOrder45,Target,Emeryville,16,13.5,3,0,mainGameOrder46,Target,Emeryville,14,9.6,5,0,mainGameOrder47,Target,Emeryville,22,13.5,6,0,mainGameOrder48,Target,Emeryville,14,13.5,2,0,mainGameOrder47+mainGameOrder45+mainGameOrder46,1.150442,mainGameOrder45+mainGameOrder46+mainGameOrder47,1.150442,0,3,bundle_correct,bundle_correct,,,0
p013,13,mainGameScenario13,Emeryville,,mainGameOrder49,Target,Emeryville,24,11.7,2,0,mainGameOrder50,Berkeley Bowl,Berkeley,17,8.4,6,7,mainGameOrder51,Berkeley Bowl,Berkeley,14,7.8,5,7,mainGameOrder52,Target,Emeryville,12,9.6,5,0,mainGameOrder49+mainGameOrder52,1.358491,mainGameOrder49,1.751825,0.224528,1,over_bundle,over_bundle,,,0
p013,14,mainGameScenario14,Emeryville,,mainGameOrder53,Target,Emeryville,21,13.5,6,0,mainGameOrder54,Target,Emeryville,14,13.5,5,0,mainGameOrder55,Target,Emeryville,22,13.5,6,0,mainGameOrder56,Target,Emeryville,18,7.8,6,0,mainGameOrder53+mainGameOrder55+mainGameOrder56,1.26294,mainGameOrder56,1.304348,0.031746,1,over_bundle,over_bundle,,,0
p013,15,mainGameScenario15,Emeryville,,mainGameOrder57,Safeway,Piedmont,22,7.4,4,8,mainGameOrder58,Sprouts Farmers Market,Oakland,18,13.5,2,6,mainGameOrder59,Safeway,Piedmont,17,7.4,4,8,mainGameOrder60,Safeway,Piedmont,22,11.8,5,8,mainGameOrder57+mainGameOrder59,1.358885,mainGameOrder57+mainGameOrder59+mainGameOrder60,1.40553,0.033187,3,bundle_correct,bundle_correct,,,0
p013,16,mainGameScenario16,Piedmont,,mainGameOrder61,Safeway,Piedmont,24,12.5,3,0,mainGameOrder62,Safeway,Piedmont,24,8.1,2,0,mainGameOrder63,Safeway,Piedmont,18,12.5,4,0,mainGameOrder64,Safeway,Piedmont,22,11.1,2,0,mainGameOrder62+mainGameOrder61+mainGameOrder64,2.028986,mainGameOrder62,2.376238,0.146135,1,over_bundle,over_bundle,,,0
p013,17,mainGameScenario17,Piedmont,,mainGameOrder65,Safeway,Piedmont,19,7.4,6,0,mainGameOrder66,Sprouts Farmers Market,Oakland,22,7.5,3,5,mainGameOrder67,Sprouts Farmers Market,Oakland,17,12.75,6,5,mainGameOrder68,Sprouts Farmers Market,Oakland,13,12.75,6,5,mainGameOrder66+mainGameOrder67+mainGameOrder68,1.04,mainGameOrder66,1.419355,0.267273,1,over_bundle,over_bundle,,,0
p014,1,mainGameScenario1,Berkeley,,mainGameOrder1,Berkeley Bowl,Berkeley,22,7.8,3,0,mainGameOrder2,Berkeley Bowl,Berkeley,22,8.4,6,0,mainGameOrder3,Berkeley Bowl,Berkeley,15,9,4,0,mainGameOrder4,Sprouts Farmers Market,Oakland,18,9.75,2,10,mainGameOrder1+mainGameOrder2+mainGameOrder3,1.676136,mainGameOrder1,2.037037,0.177169,1,over_bundle,over_bundle,,,0
p014,2,mainGameScenario2,Berkeley,,mainGameOrder5,Berkeley Bowl,Berkeley,24,12,5,0,mainGameOrder6,Berkeley Bowl,Berkeley,15,11.4,4,0,mainGameOrder7,Berkeley Bowl,Berkeley,15,12,2,0,mainGameOrder8,Berkeley Bowl,Berkeley,20,7.8,3,0,mainGameOrder5+mainGameOrder8+mainGameOrder7,1.520619,mainGameOrder8,1.851852,0.178866,1,over_bundle,over_bundle,,,0
p014,3,mainGameScenario3,Berkeley,,mainGameOrder9,Berkeley Bowl,Berkeley,15,13.2,3,0,mainGameOrder10,Sprouts Farmers Market,Oakland,23,12.75,3,10,mainGameOrder11,Berkeley Bowl,Berkeley,23,12,6,0,mainGameOrder12,Berkeley Bowl,Berkeley,16,7.8,6,0,mainGameOrder9+mainGameOrder11+mainGameOrder12,1.216216,mainGameOrder11,1.277778,0.048179,1,over_bundle,over_bundle,,,0
p014,4,mainGameScenario4,Berkeley,,mainGameOrder13,Berkeley Bowl,Berkeley,17,7.2,4,0,mainGameOrder14,Berkeley Bowl,Berkeley,17,7.8,2,0,mainGameOrder15,Berkeley Bowl,Berkeley,20,12,2,0,mainGameOrder16,Berkeley Bowl,Berkeley,16,11.4,6,0,mainGameOrder15+mainGameOrder13+mainGameOrder14,1.6875,mainGameOrder14,1.734694,0.027206,1,over_bundle,over_bundle,,,0
p014,5,mainGameScenario5,Berkeley,,mainGameOrder17,Sprouts Farmers Market,Oakland,14,7.5,4,10,mainGameOrder18,Safeway,Piedmont,20,12.5,5,11,mainGameOrder19,Sprouts Farmers Market,Oakland,17,8.25,4,10,mainGameOrder20,Safeway,Piedmont,13,8.1,4,11,mainGameOrder18+mainGameOrder20,0.841837,mainGameOrder17+mainGameOrder19,0.918519,0.083484,2,bundle_correct,bundle_correct,,,0
p014,6,mainGameScenario6,Piedmont,,mainGameOrder21,Sprouts Farmers Market,Oakland,19,12,2,5,mainGameOrder22,Sprouts Farmers Market,Oakland,22,8.25,2,5,mainGameOrder23,Sprouts Farmers Market,Oakland,24,8.25,6,5,mainGameOrder24,Sprouts Farmers Market,Oakland,18,9.75,2,5,mainGameOrder22+mainGameOrder21+mainGameOrder23,1.604938,mainGameOrder22,1.442623,0,1,over_bundle,over_bundle,,,0
p014,7,mainGameScenario7,Oakland,,mainGameOrder25,Sprouts Farmers Market,Oakland,12,13.5,4,0,mainGameOrder26,Target,Emeryville,17,13.5,2,6,mainGameOrder27,Sprouts Farmers Market,Oakland,21,9,4,0,mainGameOrder28,Sprouts Farmers Market,Oakland,21,8.25,3,0,mainGameOrder25+mainGameOrder27+mainGameOrder28,1.367089,mainGameOrder28,1.866667,0.267631,1,over_bundle,over_bundle,,,0
p014,8,mainGameScenario8,Oakland,,mainGameOrder29,Sprouts Farmers Market,Oakland,17,8.25,3,0,mainGameOrder30,Sprouts Farmers Market,Oakland,15,13.5,6,0,mainGameOrder31,Sprouts Farmers Market,Oakland,15,12.75,5,0,mainGameOrder32,Sprouts Farmers Market,Oakland,14,8.25,3,0,mainGameOrder29+mainGameOrder31+mainGameOrder30,1.016216,mainGameOrder29,1.511111,0.327504,1,over_bundle,over_bundle,,,0
p014,9,mainGameScenario9,Oakland,,mainGameOrder33,Safeway,Piedmont,12,8.1,3,5,mainGameOrder34,Target,Emeryville,17,15.3,6,6,mainGameOrder35,Safeway,Piedmont,12,11.1,5,5,mainGameOrder36,Safeway,Piedmont,13,11.1,5,5,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.839002,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.839002,0,3,bundle_correct,bundle_correct,,,0
p014,10,mainGameScenario10,Piedmont,,mainGameOrder37,Safeway,Piedmont,14,8.1,5,0,mainGameOrder38,Safeway,Piedmont,20,8.1,6,0,mainGameOrder39,Safeway,Piedmont,19,7.4,6,0,mainGameOrder40,Safeway,Piedmont,23,11.8,2,0,mainGameOrder38+mainGameOrder40+mainGameOrder39,1.671159,mainGameOrder39+mainGameOrder40,1.673307,0.001284,2,bundle_correct,bundle_correct,,,0
p014,11,mainGameScenario11,Piedmont,,mainGameOrder41,Berkeley Bowl,Berkeley,13,7.8,2,11,mainGameOrder42,Target,Emeryville,19,7.8,2,8,mainGameOrder43,Target,Emeryville,18,8.7,5,8,mainGameOrder44,Target,Emeryville,15,13.5,3,8,mainGameOrder42+mainGameOrder44+mainGameOrder43,1.195402,mainGameOrder42+mainGameOrder43,1.20915,0.01137,2,bundle_correct,bundle_correct,,,0
p014,12,mainGameScenario12,Emeryville,,mainGameOrder45,Target,Emeryville,16,13.5,3,0,mainGameOrder46,Target,Emeryville,14,9.6,5,0,mainGameOrder47,Target,Emeryville,22,13.5,6,0,mainGameOrder48,Target,Emeryville,14,13.5,2,0,mainGameOrder47+mainGameOrder45+mainGameOrder46,1.150442,mainGameOrder45+mainGameOrder46+mainGameOrder47,1.150442,0,3,bundle_correct,bundle_correct,,,0
p014,13,mainGameScenario13,Emeryville,,mainGameOrder49,Target,Emeryville,24,11.7,2,0,mainGameOrder50,Berkeley Bowl,Berkeley,17,8.4,6,7,mainGameOrder51,Berkeley Bowl,Berkeley,14,7.8,5,7,mainGameOrder52,Target,Emeryville,12,9.6,5,0,mainGameOrder49+mainGameOrder52,1.358491,mainGameOrder49,1.751825,0.224528,1,over_bundle,over_bundle,,,0
p014,14,mainGameScenario14,Emeryville,,mainGameOrder53,Target,Emeryville,21,13.5,6,0,mainGameOrder54,Target,Emeryville,14,13.5,5,0,mainGameOrder55,Target,Emeryville,22,13.5,6,0,mainGameOrder56,Target,Emeryville,18,7.8,6,0,mainGameOrder53+mainGameOrder55+mainGameOrder56,1.26294,mainGameOrder56,1.304348,0.031746,1,over_bundle,over_bundle,,,0
p014,15,mainGameScenario15,Emeryville,,mainGameOrder57,Safeway,Piedmont,22,7.4,4,8,mainGameOrder58,Sprouts Farmers Market,Oakland,18,13.5,2,6,mainGameOrder59,Safeway,Piedmont,17,7.4,4,8,mainGameOrder60,Safeway,Piedmont,22,11.8,5,8,mainGameOrder57+mainGameOrder59+mainGameOrder60,1.40553,mainGameOrder57+mainGameOrder59+mainGameOrder60,1.40553,0,3,bundle_correct,bundle_correct,,,0
p014,16,mainGameScenario16,Piedmont,,mainGameOrder61,Safeway,Piedmont,24,12.5,3,0,mainGameOrder62,Safeway,Piedmont,24,8.1,2,0,mainGameOrder63,Safeway,Piedmont,18,12.5,4,0,mainGameOrder64,Safeway,Piedmont,22,11.1,2,0,mainGameOrder61+mainGameOrder62+mainGameOrder64,2.028986,mainGameOrder62,2.376238,0.146135,1,over_bundle,over_bundle,,,0
p014,17,mainGameScenario17,Piedmont,,mainGameOrder65,Safeway,Piedmont,19,7.4,6,0,mainGameOrder66,Sprouts Farmers Market,Oakland,22,7.5,3,5,mainGameOrder67,Sprouts Farmers Market,Oakland,17,12.75,6,5,mainGameOrder68,Sprouts Farmers Market,Oakland,13,12.75,6,5,mainGameOrder68+mainGameOrder66+mainGameOrder67,1.04,mainGameOrder66,1.419355,0.267273,1,over_bundle,over_bundle,,,0
p015,1,mainGameScenario1,Berkeley,Berkeley,mainGameOrder1,Berkeley Bowl,Berkeley,22,7.8,3,0,mainGameOrder2,Berkeley Bowl,Berkeley,22,8.4,6,0,mainGameOrder3,Berkeley Bowl,Berkeley,15,9,4,0,mainGameOrder4,Sprouts Farmers Market,Oakland,18,9.75,2,10,mainGameOrder1+mainGameOrder3+mainGameOrder2,1.676136,mainGameOrder1,2.037037,0.177169,1,over_bundle,over_bundle,mainGameOrder1,,0
